基因	关系	通路
SLC5A2	相关通路	Pathway::PC7_8352
MAPK1	相关通路	Pathway::PC7_8295
PCNA	相关通路	Pathway::PC7_7731
CPT1A	相关通路	Pathway::PC7_6910
TUBA4A	相关通路	Pathway::PC7_4011
MDH2	相关通路	Pathway::WP78_r70014
CDC25A	相关通路	Pathway::WP2516_r84490
PIK3CG	相关通路	Pathway::WP1544_r84696
PTPN11	相关通路	Pathway::PC7_7457
FGFR2	相关通路	Pathway::PC7_2926
SLC1A5	相关通路	Pathway::PC7_8354
FGF2	相关通路	Pathway::PC7_2925
SOD3	相关通路	Pathway::WP176_r82704
RPS27A	相关通路	Pathway::PC7_8325
YWHAZ	相关通路	Pathway::PC7_10400
C1QA	相关通路	Pathway::PC7_4739
TNF	相关通路	Pathway::WP231_r81070
C3	相关通路	Pathway::PC7_4043
PPBP	相关通路	Pathway::PC7_4449
RAF1	相关通路	Pathway::PC7_6141
IGF1	相关通路	Pathway::WP2377_r80437
GRB2	相关通路	Pathway::PC7_4757
KRAS	相关通路	Pathway::PC7_6747
CAV1	相关通路	Pathway::PC7_6815
ITGB1	相关通路	Pathway::PC7_4947
CASP3	相关通路	Pathway::WP1772_r84701
IL2	相关通路	Pathway::PC7_4611
SLC9A1	相关通路	Pathway::PC7_6958
SLC2A4	相关通路	Pathway::WP3599_r84770
PML	相关通路	Pathway::WP3594_r84573
PSEN1	相关通路	Pathway::WP2059_r82906
NFATC3	相关通路	Pathway::PC7_7439
PTEN	相关通路	Pathway::WP1984_r82941
ACE2	相关通路	Pathway::WP554_r84372
PDGFRB	相关通路	Pathway::PC7_2925
IL6ST	相关通路	Pathway::PC7_8295
KAT5	相关通路	Pathway::PC7_7483
CDKN1B	相关通路	Pathway::PC7_3980
MAPK1	相关通路	Pathway::WP2374_r73668
AKT1	相关通路	Pathway::WP306_r80308
MTOR	相关通路	Pathway::PC7_6175
GCG	相关通路	Pathway::PC7_5330
CYP19A1	相关通路	Pathway::PC7_5322
LIMK1	相关通路	Pathway::PC7_3415
SMN2	相关通路	Pathway::PC7_5967
PFN1	相关通路	Pathway::PC7_6512
CASP9	相关通路	Pathway::PC7_6157
SDHA	相关通路	Pathway::WP78_r70014
YWHAB	相关通路	Pathway::PC7_3084
BCL2	相关通路	Pathway::PC7_1994
AKT2	相关通路	Pathway::PC7_3325
CASP12	相关通路	Pathway::WP2355_r79973
NRAS	相关通路	Pathway::PC7_7460
MAP3K1	相关通路	Pathway::WP231_r81070
NOS1	相关通路	Pathway::PC7_4949
TNF	相关通路	Pathway::PC7_1664
PIK3C2A	相关通路	Pathway::PC7_7751
NFKB1	相关通路	Pathway::WP1449_r81172
GSS	相关通路	Pathway::WP100_r74146
IKBKB	相关通路	Pathway::PC7_1537
CCNA2	相关通路	Pathway::PC7_6466
PIK3R1	相关通路	Pathway::PC7_2251
IL2RA	相关通路	Pathway::WP49_r78543
BGLAP	相关通路	Pathway::PC7_5983
CYBB	相关通路	Pathway::PC7_6740
NR3C1	相关通路	Pathway::PC7_2582
TGFB1	相关通路	Pathway::WP530_r79331
PRKAR1A	相关通路	Pathway::PC7_6173
CYP2E1	相关通路	Pathway::WP206_r68882
SLC6A3	相关通路	Pathway::WP2855_r79211
APEX1	相关通路	Pathway::WP2032_r79960
ABCC2	相关通路	Pathway::PC7_8339
CCL4	相关通路	Pathway::PC7_4044
TIMP2	相关通路	Pathway::PC7_3065
HRH2	相关通路	Pathway::PC7_2620
TH	相关通路	Pathway::PC7_2516
SAR1B	相关通路	Pathway::PC7_2325
NEU1	相关通路	Pathway::PC7_5322
SYK	相关通路	Pathway::PC7_3806
IL5	相关通路	Pathway::PC7_6913
CD80	相关通路	Pathway::PC7_7444
ERBB4	相关通路	Pathway::PC7_3278
CREB1	相关通路	Pathway::PC7_1517
POLA1	相关通路	Pathway::PC7_8138
ALDH2	相关通路	Pathway::WP206_r68882
KRAS	相关通路	Pathway::PC7_7266
KITLG	相关通路	Pathway::PC7_7445
SNCA	相关通路	Pathway::WP2359_r72121
HADHB	相关通路	Pathway::PC7_2067
CA7	相关通路	Pathway::PC7_6955
SLC2A1	相关通路	Pathway::WP534_r78585
COL1A2	相关通路	Pathway::PC7_7718
KNG1	相关通路	Pathway::PC7_6396
JAK1	相关通路	Pathway::PC7_4775
UQCRQ	相关通路	Pathway::PC7_6943
RPS27A	相关通路	Pathway::PC7_5878
NFKB1	相关通路	Pathway::PC7_8291
ERBB3	相关通路	Pathway::PC7_5772
MAPK8	相关通路	Pathway::PC7_12281
MAPK3	相关通路	Pathway::PC7_8295
UGT1A7	相关通路	Pathway::WP2873_r79696
KCNK9	相关通路	Pathway::PC7_5887
GSTP1	相关通路	Pathway::WP2884_r83041
PC	相关通路	Pathway::PC7_3278
ERBB2	相关通路	Pathway::WP3303_r83781
SLC25A13	相关通路	Pathway::PC7_3278
ABCC1	相关通路	Pathway::PC7_7040
STAT5B	相关通路	Pathway::PC7_7439
PDGFB	相关通路	Pathway::PC7_2679
GAD1	相关通路	Pathway::WP3584_r84776
PROS1	相关通路	Pathway::PC7_6929
MAP3K1	相关通路	Pathway::PC7_4820
UBB	相关通路	Pathway::PC7_2681
IRAK4	相关通路	Pathway::PC7_4588
RPS27A	相关通路	Pathway::PC7_3321
CREB1	相关通路	Pathway::PC7_7465
LMNA	相关通路	Pathway::PC7_3072
CXCL10	相关通路	Pathway::PC7_4044
SLC5A5	相关通路	Pathway::PC7_5322
DMD	相关通路	Pathway::PC7_5551
TPM3	相关通路	Pathway::PC7_7682
LAMA3	相关通路	Pathway::PC7_1600
PHGDH	相关通路	Pathway::PC7_7428
SLC5A5	相关通路	Pathway::PC7_6059
RPS6	相关通路	Pathway::PC7_8332
SLC10A1	相关通路	Pathway::PC7_2090
ADAM17	相关通路	Pathway::WP61_r78592
APRT	相关通路	Pathway::PC7_6654
JUN	相关通路	Pathway::PC7_6876
RPS27A	相关通路	Pathway::PC7_4741
PRKCG	相关通路	Pathway::PC7_2924
RPL11	相关通路	Pathway::PC7_7357
EDNRA	相关通路	Pathway::WP98_r72088
ABCC1	相关通路	Pathway::PC7_8339
NFKBIA	相关通路	Pathway::WP2036_r84527
GPT	相关通路	Pathway::PC7_1629
PLAT	相关通路	Pathway::WP474_r80208
CDH1	相关通路	Pathway::WP2828_r79529
CCR7	相关通路	Pathway::PC7_2620
CMA1	相关通路	Pathway::PC7_3065
IKBKG	相关通路	Pathway::PC7_4587
SMAD3	相关通路	Pathway::PC7_8325
CASP9	相关通路	Pathway::PC7_7444
MAPK7	相关通路	Pathway::PC7_5987
CASP8	相关通路	Pathway::WP1772_r84701
SCO1	相关通路	Pathway::PC7_6942
MET	相关通路	Pathway::PC7_10400
NCOA1	相关通路	Pathway::PC7_4161
TYK2	相关通路	Pathway::PC7_1863
CA9	相关通路	Pathway::PC7_6903
PSIP1	相关通路	Pathway::PC7_1860
FKBP1A	相关通路	Pathway::WP560_r83868
AKT2	相关通路	Pathway::PC7_2251
NAMPT	相关通路	Pathway::PC7_5907
GRIK2	相关通路	Pathway::PC7_1529
AKT1	相关通路	Pathway::PC7_4449
ERBB2	相关通路	Pathway::WP437_r79266
KCNA10	相关通路	Pathway::PC7_8763
TXNRD2	相关通路	Pathway::PC7_3083
FOS	相关通路	Pathway::PC7_1987
RPS27A	相关通路	Pathway::PC7_3774
TYK2	相关通路	Pathway::PC7_7446
PLK1	相关通路	Pathway::PC7_1538
GRB2	相关通路	Pathway::PC7_5876
CYP2A6	相关通路	Pathway::WP1601_r84700
MEF2A	相关通路	Pathway::PC7_5051
PLAUR	相关通路	Pathway::PC7_3811
MAP2K1	相关通路	Pathway::WP51_r79977
SAA1	相关通路	Pathway::PC7_7393
ADAM17	相关通路	Pathway::PC7_7463
FTL	相关通路	Pathway::PC7_4806
RPS27A	相关通路	Pathway::PC7_4116
APCS	相关通路	Pathway::PC7_1655
C1QB	相关通路	Pathway::WP558_r79680
ADRB2	相关通路	Pathway::WP58_r80015
PDE6G	相关通路	Pathway::PC7_3280
RELA	相关通路	Pathway::PC7_2535
ARF1	相关通路	Pathway::PC7_2630
CD14	相关通路	Pathway::WP75_r83867
JAK2	相关通路	Pathway::PC7_7503
IKBKG	相关通路	Pathway::PC7_7786
CREBBP	相关通路	Pathway::WP138_r79958
BAX	相关通路	Pathway::PC7_8680
CDKN1A	相关通路	Pathway::PC7_12279
CD86	相关通路	Pathway::WP75_r83867
C5	相关通路	Pathway::PC7_4741
CDC42	相关通路	Pathway::PC7_4043
HRAS	相关通路	Pathway::PC7_7457
IL6	相关通路	Pathway::PC7_8666
MAP2K4	相关通路	Pathway::PC7_5051
TSHR	相关通路	Pathway::PC7_4043
PSEN2	相关通路	Pathway::PC7_1516
PTK2	相关通路	Pathway::PC7_7437
KAT5	相关通路	Pathway::PC7_8677
UGT1A7	相关通路	Pathway::PC7_6433
NR1H2	相关通路	Pathway::WP170_r71083
GPX4	相关通路	Pathway::PC7_1693
ASCL1	相关通路	Pathway::WP2855_r79211
ACSL1	相关通路	Pathway::PC7_7765
HNF1A	相关通路	Pathway::PC7_6898
GRIN2A	相关通路	Pathway::PC7_1539
HTR7	相关通路	Pathway::PC7_4043
PDHB	相关通路	Pathway::PC7_6669
ERBB4	相关通路	Pathway::PC7_6994
AKT1	相关通路	Pathway::PC7_4639
PGF	相关通路	Pathway::PC7_8659
SELP	相关通路	Pathway::PC7_4449
CES1	相关通路	Pathway::PC7_3362
PIK3CA	相关通路	Pathway::WP306_r80308
MAPK8	相关通路	Pathway::PC7_4820
SRC	相关通路	Pathway::PC7_4104
CREB1	相关通路	Pathway::PC7_7475
TNFRSF1A	相关通路	Pathway::PC7_7851
CASP3	相关通路	Pathway::PC7_4940
PAK1	相关通路	Pathway::PC7_3421
CD247	相关通路	Pathway::PC7_8338
CCNA2	相关通路	Pathway::PC7_4005
CHAT	相关通路	Pathway::PC7_4262
HADH	相关通路	Pathway::PC7_5326
RFC2	相关通路	Pathway::PC7_5993
PIK3R1	相关通路	Pathway::PC7_8275
GCLC	相关通路	Pathway::WP2525_r80205
CREB1	相关通路	Pathway::PC7_4941
FASLG	相关通路	Pathway::PC7_3980
MAPK1	相关通路	Pathway::PC7_8058
SRC	相关通路	Pathway::PC7_3084
EIF4EBP1	相关通路	Pathway::PC7_12079
MAP2K2	相关通路	Pathway::PC7_7444
PGF	相关通路	Pathway::PC7_8660
IL2RG	相关通路	Pathway::PC7_4688
MAP2K4	相关通路	Pathway::WP254_r84652
PIK3R1	相关通路	Pathway::WP1544_r84696
PDGFA	相关通路	Pathway::PC7_7444
AXIN1	相关通路	Pathway::PC7_1118
NFKBIA	相关通路	Pathway::PC7_7778
BRAF	相关通路	Pathway::WP2828_r79529
PSMB8	相关通路	Pathway::PC7_4492
GAPDH	相关通路	Pathway::WP534_r78585
AKT1	相关通路	Pathway::PC7_4012
RB1	相关通路	Pathway::WP2828_r79529
MAP3K1	相关通路	Pathway::PC7_5561
STEAP3	相关通路	Pathway::PC7_4806
CASP8	相关通路	Pathway::PC7_4785
PDE4D	相关通路	Pathway::WP35_r79952
GSR	相关通路	Pathway::PC7_5322
MDM2	相关通路	Pathway::WP2261_r81197
PYY	相关通路	Pathway::PC7_3992
RPL10	相关通路	Pathway::PC7_5324
CSF2RB	相关通路	Pathway::PC7_6512
VEGFA	相关通路	Pathway::PC7_6945
RARA	相关通路	Pathway::WP299_r78587
MAP2K1	相关通路	Pathway::PC7_5139
NCOA6	相关通路	Pathway::PC7_8328
CCL2	相关通路	Pathway::PC7_5330
HADH	相关通路	Pathway::PC7_3882
FKBP1B	相关通路	Pathway::WP2377_r80437
MAP2K1	相关通路	Pathway::PC7_4779
YWHAB	相关通路	Pathway::PC7_6141
ADCY5	相关通路	Pathway::PC7_4043
HLA-DQA2	相关通路	Pathway::PC7_6128
HTR7	相关通路	Pathway::WP455_r81793
NCOA1	相关通路	Pathway::WP2875_r79890
FGF7	相关通路	Pathway::PC7_2679
HCRT	相关通路	Pathway::PC7_7457
PTGER2	相关通路	Pathway::PC7_6640
PLIN2	相关通路	Pathway::PC7_5326
EGF	相关通路	Pathway::PC7_7444
SEC24C	相关通路	Pathway::PC7_5157
GLB1	相关通路	Pathway::PC7_5326
EIF4EBP1	相关通路	Pathway::PC7_6927
GFAP	相关通路	Pathway::PC7_7439
ADORA2A	相关通路	Pathway::WP3594_r84573
PCNA	相关通路	Pathway::WP466_r79981
ADRA2A	相关通路	Pathway::PC7_2620
MYC	相关通路	Pathway::PC7_2681
DRD3	相关通路	Pathway::WP455_r81793
KDM1A	相关通路	Pathway::PC7_5981
MTOR	相关通路	Pathway::PC7_2532
CTLA4	相关通路	Pathway::PC7_2440
IL18	相关通路	Pathway::PC7_4777
CREBBP	相关通路	Pathway::PC7_1550
MYD88	相关通路	Pathway::PC7_12280
PPARGC1A	相关通路	Pathway::PC7_3084
C3	相关通路	Pathway::PC7_8675
TCF7	相关通路	Pathway::WP710_r79974
PTPN11	相关通路	Pathway::PC7_6515
ACADM	相关通路	Pathway::PC7_12150
MAP2K2	相关通路	Pathway::PC7_7462
CASP3	相关通路	Pathway::PC7_1531
VEGFA	相关通路	Pathway::PC7_8665
F10	相关通路	Pathway::PC7_6310
MAPK1	相关通路	Pathway::PC7_8054
MAP2K5	相关通路	Pathway::PC7_8431
IL6	相关通路	Pathway::PC7_3433
F10	相关通路	Pathway::PC7_6929
DRD1	相关通路	Pathway::PC7_3994
MTOR	相关通路	Pathway::WP2032_r79960
SPP1	相关通路	Pathway::WP1449_r81172
SLC12A6	相关通路	Pathway::PC7_2517
FSHR	相关通路	Pathway::PC7_4043
OXTR	相关通路	Pathway::WP455_r81793
PHGDH	相关通路	Pathway::PC7_5322
BCL2	相关通路	Pathway::PC7_1523
MAPK1	相关通路	Pathway::WP673_r80202
PSME3	相关通路	Pathway::PC7_1672
CAMK4	相关通路	Pathway::PC7_7489
PARP1	相关通路	Pathway::PC7_2506
CHUK	相关通路	Pathway::WP2380_r79953
PPP2R1A	相关通路	Pathway::PC7_2927
CASK	相关通路	Pathway::WP2359_r72121
CYP7A1	相关通路	Pathway::WP2878_r79689
MAP2K4	相关通路	Pathway::PC7_8634
FTH1	相关通路	Pathway::PC7_7392
MAPK10	相关通路	Pathway::PC7_12281
HMGCR	相关通路	Pathway::WP1982_r79943
CDC25A	相关通路	Pathway::PC7_6519
CD247	相关通路	Pathway::PC7_3327
PYCR1	相关通路	Pathway::PC7_5322
PRKCG	相关通路	Pathway::WP363_r78571
JAK2	相关通路	Pathway::PC7_7042
FGF8	相关通路	Pathway::PC7_6994
VCAM1	相关通路	Pathway::PC7_2907
C5AR1	相关通路	Pathway::PC7_3992
PDGFRB	相关通路	Pathway::PC7_7463
DSP	相关通路	Pathway::WP2118_r71265
PTH1R	相关通路	Pathway::PC7_4043
IL1B	相关通路	Pathway::WP1449_r81172
GRIN1	相关通路	Pathway::PC7_5890
MAPK9	相关通路	Pathway::WP3594_r84573
TAC1	相关通路	Pathway::PC7_2620
EGFR	相关通路	Pathway::WP51_r79977
TLR6	相关通路	Pathway::WP1449_r81172
PDPK1	相关通路	Pathway::PC7_6511
PMAIP1	相关通路	Pathway::WP1530_r84694
IGH	相关通路	Pathway::PC7_1877
ACTB	相关通路	Pathway::PC7_1863
NCOR1	相关通路	Pathway::PC7_5991
BCHE	相关通路	Pathway::PC7_4262
COL5A1	相关通路	Pathway::PC7_7718
MAPK7	相关通路	Pathway::WP481_r82731
MAP2K2	相关通路	Pathway::PC7_7478
B2M	相关通路	Pathway::PC7_4773
RHO	相关通路	Pathway::PC7_4044
RHOA	相关通路	Pathway::PC7_5772
HDAC6	相关通路	Pathway::WP2064_r79263
GRB2	相关通路	Pathway::PC7_7264
MTOR	相关通路	Pathway::PC7_7482
DUSP1	相关通路	Pathway::PC7_3698
TUBA4A	相关通路	Pathway::PC7_6512
HRAS	相关通路	Pathway::WP2332_r79525
COL4A1	相关通路	Pathway::PC7_7475
IL13	相关通路	Pathway::WP706_r80056
RPS6KA3	相关通路	Pathway::PC7_4741
MAP2K1	相关通路	Pathway::PC7_5558
OPRM1	相关通路	Pathway::PC7_7457
RAC1	相关通路	Pathway::PC7_1599
PIK3CD	相关通路	Pathway::WP585_r80201
HRAS	相关通路	Pathway::WP710_r79974
EP300	相关通路	Pathway::WP2873_r79696
CASP3	相关通路	Pathway::PC7_1687
ERBB3	相关通路	Pathway::PC7_7463
PDGFRA	相关通路	Pathway::PC7_7439
MAP2K1	相关通路	Pathway::WP1434_r78545
CLCN2	相关通路	Pathway::PC7_8339
CREB1	相关通路	Pathway::WP707_r82937
WEE1	相关通路	Pathway::PC7_6189
CCR7	相关通路	Pathway::PC7_7439
TLR4	相关通路	Pathway::PC7_5560
SULT1A1	相关通路	Pathway::PC7_2911
MAPK3	相关通路	Pathway::WP1772_r84701
MAP2K4	相关通路	Pathway::PC7_8295
IBSP	相关通路	Pathway::PC7_2080
PDGFRA	相关通路	Pathway::PC7_3884
RAF1	相关通路	Pathway::PC7_7461
JAK2	相关通路	Pathway::PC7_7494
MAP2K2	相关通路	Pathway::WP1449_r81172
HDAC1	相关通路	Pathway::PC7_6569
RXRA	相关通路	Pathway::PC7_5989
PRKAR1A	相关通路	Pathway::PC7_6171
CD44	相关通路	Pathway::PC7_4758
CCNB1	相关通路	Pathway::PC7_4011
CYP27B1	相关通路	Pathway::WP1531_r82221
SAA1	相关通路	Pathway::PC7_7457
RXRA	相关通路	Pathway::PC7_7758
YWHAB	相关通路	Pathway::PC7_7265
MMP13	相关通路	Pathway::PC7_2670
PIK3R1	相关通路	Pathway::PC7_4107
PRKAG2	相关通路	Pathway::PC7_6153
CYCS	相关通路	Pathway::WP1772_r84701
CDK2	相关通路	Pathway::WP2261_r81197
PRKACA	相关通路	Pathway::PC7_4491
PIK3R2	相关通路	Pathway::PC7_7463
POLA1	相关通路	Pathway::WP2377_r80437
PDX1	相关通路	Pathway::PC7_6898
PRKAR1A	相关通路	Pathway::PC7_6180
EGFR	相关通路	Pathway::PC7_3384
LHCGR	相关通路	Pathway::PC7_7439
PLA2G2A	相关通路	Pathway::PC7_1560
PIK3R1	相关通路	Pathway::PC7_7447
CHUK	相关通路	Pathway::PC7_2625
IL6ST	相关通路	Pathway::PC7_4749
HADHB	相关通路	Pathway::PC7_5513
MYB	相关通路	Pathway::PC7_3869
MAP2K4	相关通路	Pathway::PC7_6141
EIF4EBP1	相关通路	Pathway::WP2035_r78536
GNAI1	相关通路	Pathway::PC7_7435
RPS6	相关通路	Pathway::PC7_4112
ELK1	相关通路	Pathway::PC7_5078
PRKAG2	相关通路	Pathway::PC7_4664
EGFR	相关通路	Pathway::PC7_4783
LCK	相关通路	Pathway::PC7_2624
PRKCA	相关通路	Pathway::PC7_6892
PDGFB	相关通路	Pathway::WP12_r81176
NFKB1	相关通路	Pathway::WP289_r81078
NFKB2	相关通路	Pathway::PC7_8057
GRB2	相关通路	Pathway::PC7_6141
RPS17	相关通路	Pathway::PC7_3963
AGTR1	相关通路	Pathway::PC7_1664
BID	相关通路	Pathway::WP2059_r82906
EGLN1	相关通路	Pathway::PC7_4540
EIF4E	相关通路	Pathway::WP107_r78489
POLE	相关通路	Pathway::PC7_2952
MAPK1	相关通路	Pathway::WP185_r80036
HBEGF	相关通路	Pathway::PC7_7463
HSD17B7	相关通路	Pathway::PC7_5326
PNPO	相关通路	Pathway::PC7_3017
NR2F2	相关通路	Pathway::PC7_8328
MAPK8	相关通路	Pathway::PC7_6958
MAPK1	相关通路	Pathway::PC7_5078
KRAS	相关通路	Pathway::WP437_r79266
MAOB	相关通路	Pathway::WP2436_r71387
IKBKG	相关通路	Pathway::PC7_8291
TGFB2	相关通路	Pathway::WP2870_r79555
DPYD	相关通路	Pathway::WP1601_r84700
LDLR	相关通路	Pathway::WP3408_r81714
CA4	相关通路	Pathway::PC7_3701
PCSK1	相关通路	Pathway::PC7_7766
IL6	相关通路	Pathway::PC7_6747
MAPK9	相关通路	Pathway::WP2203_r78549
PTH1R	相关通路	Pathway::PC7_3994
MAPK1	相关通路	Pathway::PC7_1664
CALM1	相关通路	Pathway::PC7_8337
PENK	相关通路	Pathway::PC7_4043
NCKIPSD	相关通路	Pathway::PC7_4688
LPL	相关通路	Pathway::WP3601_r84331
ADRB3	相关通路	Pathway::WP58_r80015
GNAS	相关通路	Pathway::PC7_4159
RAC1	相关通路	Pathway::PC7_7041
CDC25A	相关通路	Pathway::WP2446_r84651
PTDSS1	相关通路	Pathway::PC7_4262
LHCGR	相关通路	Pathway::PC7_1697
HDAC1	相关通路	Pathway::WP2064_r79263
PIK3R1	相关通路	Pathway::PC7_4940
GRB2	相关通路	Pathway::PC7_4619
IRF4	相关通路	Pathway::PC7_2440
RPS27A	相关通路	Pathway::PC7_7447
MAP2K4	相关通路	Pathway::PC7_6876
APOA1	相关通路	Pathway::PC7_5326
IFNB1	相关通路	Pathway::PC7_6072
PIK3R2	相关通路	Pathway::WP304_r78799
ERBB2	相关通路	Pathway::PC7_7445
SOD2	相关通路	Pathway::PC7_2532
RAC1	相关通路	Pathway::WP2018_r79959
TXNRD1	相关通路	Pathway::WP2884_r83041
EP300	相关通路	Pathway::PC7_7784
PIK3R1	相关通路	Pathway::WP244_r78506
DBH	相关通路	Pathway::PC7_2516
RPS15	相关通路	Pathway::PC7_4112
DAXX	相关通路	Pathway::WP2447_r84415
FOS	相关通路	Pathway::PC7_1517
PRKCD	相关通路	Pathway::PC7_4688
AKR1B1	相关通路	Pathway::PC7_6567
HTR1B	相关通路	Pathway::PC7_2620
IRAK4	相关通路	Pathway::PC7_2907
SERPINE1	相关通路	Pathway::WP560_r83868
PTH	相关通路	Pathway::PC7_4044
LPL	相关通路	Pathway::WP716_r83589
PGD	相关通路	Pathway::PC7_5322
BTK	相关通路	Pathway::PC7_3884
HSD17B3	相关通路	Pathway::PC7_5332
AKT1	相关通路	Pathway::PC7_7483
F12	相关通路	Pathway::PC7_3958
CASP8	相关通路	Pathway::WP2377_r80437
PPP2R1A	相关通路	Pathway::PC7_3361
SGK1	相关通路	Pathway::WP2035_r78536
A2M	相关通路	Pathway::PC7_4449
DRD3	相关通路	Pathway::WP58_r80015
PDE3A	相关通路	Pathway::PC7_5948
CTSB	相关通路	Pathway::PC7_5157
CTNNB1	相关通路	Pathway::WP3303_r83781
FGFR3	相关通路	Pathway::PC7_3326
EDN3	相关通路	Pathway::PC7_7439
ERBB4	相关通路	Pathway::PC7_2925
FGFR3	相关通路	Pathway::PC7_4663
RHOA	相关通路	Pathway::PC7_3996
CDK5	相关通路	Pathway::PC7_4994
CSNK1A1	相关通路	Pathway::WP2583_r84488
CASR	相关通路	Pathway::PC7_2622
CD3E	相关通路	Pathway::PC7_4689
APEX1	相关通路	Pathway::PC7_2519
DCN	相关通路	Pathway::PC7_5322
PPP2R1A	相关通路	Pathway::PC7_8295
PIK3CA	相关通路	Pathway::PC7_7443
FGFR2	相关通路	Pathway::PC7_7475
FBXO32	相关通路	Pathway::PC7_3980
CAV1	相关通路	Pathway::PC7_4491
CDC25A	相关通路	Pathway::PC7_4004
ANTXR2	相关通路	Pathway::PC7_3278
BAD	相关通路	Pathway::PC7_8430
SOD1	相关通路	Pathway::PC7_6514
BCL2L1	相关通路	Pathway::PC7_2625
IL6	相关通路	Pathway::PC7_7265
GDF15	相关通路	Pathway::PC7_3277
HCRT	相关通路	Pathway::PC7_3993
HRAS	相关通路	Pathway::PC7_2907
SMAD2	相关通路	Pathway::PC7_8325
MAP2K1	相关通路	Pathway::PC7_4778
F8	相关通路	Pathway::PC7_3958
PTGFR	相关通路	Pathway::WP247_r74422
AGT	相关通路	Pathway::PC7_4043
THBD	相关通路	Pathway::PC7_2671
MAP2K1	相关通路	Pathway::PC7_3855
CREBBP	相关通路	Pathway::WP268_r70096
FGF8	相关通路	Pathway::PC7_7446
GSTA1	相关通路	Pathway::WP100_r74146
EP300	相关通路	Pathway::PC7_8678
MASP2	相关通路	Pathway::WP545_r82142
ACO2	相关通路	Pathway::PC7_2610
SEC24C	相关通路	Pathway::PC7_5326
AKR1C3	相关通路	Pathway::PC7_3280
FOS	相关通路	Pathway::WP127_r78498
RFC2	相关通路	Pathway::PC7_2521
POLR2F	相关通路	Pathway::PC7_6792
YWHAB	相关通路	Pathway::PC7_5772
KCNA2	相关通路	Pathway::PC7_8763
GOT1	相关通路	Pathway::PC7_4162
YWHAB	相关通路	Pathway::PC7_4749
GRIN2A	相关通路	Pathway::PC7_5887
PSMB8	相关通路	Pathway::PC7_5528
PDHB	相关通路	Pathway::PC7_6670
IKBKG	相关通路	Pathway::WP712_r78491
CDKN1B	相关通路	Pathway::PC7_6881
TCF7	相关通路	Pathway::PC7_6914
ELK1	相关通路	Pathway::PC7_6853
PSMB4	相关通路	Pathway::PC7_3060
NR3C1	相关通路	Pathway::PC7_7489
CDK2	相关通路	Pathway::PC7_1883
MAPK1	相关通路	Pathway::WP364_r83783
